Training Session ID,Training Name,Training Type,Duration Hours
3751,Advanced Excel,Technical,16
3752,Problem Solving,Skill Development,60
3753,Team Building,Leadership,16
3754,Diversity and Inclusion,Compliance,2
3755,Anti-Harassment Training,Compliance,60
3756,Communication Skills,Skill Development,32
3757,Customer Service Excellence,Skill Development,2
3758,Creative Thinking,Skill Development,8
3759,Financial Compliance,Compliance,60
3760,Coaching and Mentoring,Leadership,8
3761,Customer Service Excellence,Skill Development,16
3762,Creative Thinking,Skill Development,40
3763,Time Management,Skill Development,60
3764,Data Analysis with Python,Technical,8
3765,Strategic Planning,Leadership,32
3766,Cloud Computing Essentials,Technical,32
3767,Coaching and Mentoring,Leadership,16
3768,Anti-Harassment Training,Compliance,4
3769,Cybersecurity Basics,Technical,60
3770,Data Privacy and Security,Compliance,40
3771,Cloud Computing Essentials,Technical,40
3772,Data Privacy and Security,Compliance,4
3773,Data Privacy and Security,Compliance,40
3774,Creative Thinking,Skill Development,8
3775,Conflict Resolution,Leadership,40
3776,Financial Compliance,Compliance,60
3777,Negotiation Skills,Skill Development,40
3778,Project Management Software Training,Technical,8
3779,Data Analysis with Python,Technical,8
3780,Problem Solving,Skill Development,8
3781,Emotional Intelligence,Leadership,16
3782,Time Management,Skill Development,4
3783,Strategic Planning,Leadership,16
3784,Communication Skills,Skill Development,2
3785,Strategic Planning,Leadership,32
3786,Emotional Intelligence,Leadership,40
3787,Problem Solving,Skill Development,16
3788,Strategic Planning,Leadership,2
3789,Cloud Computing Essentials,Technical,4
3790,Creative Thinking,Skill Development,16
3791,Cloud Computing Essentials,Technical,32
3792,Conflict Resolution,Leadership,60
3793,Leadership Essentials,Leadership,2
3794,Cybersecurity Basics,Technical,16
3795,Code of Conduct,Compliance,40
3796,Advanced Excel,Technical,4
3797,Negotiation Skills,Skill Development,32
3798,Anti-Harassment Training,Compliance,40
3799,Coaching and Mentoring,Leadership,60
3800,Data Analysis with Python,Technical,40
3801,Team Building,Leadership,2
3802,Strategic Planning,Leadership,16
3803,Negotiation Skills,Skill Development,2
3804,Code of Conduct,Compliance,60
3805,Leadership Essentials,Leadership,60
3806,Negotiation Skills,Skill Development,32
3807,Strategic Planning,Leadership,32
3808,Data Privacy and Security,Compliance,8
3809,SQL for Data Management,Technical,16
3810,Emotional Intelligence,Leadership,60
3811,Data Analysis with Python,Technical,8
3812,Emotional Intelligence,Leadership,16
3813,Financial Compliance,Compliance,60
3814,SQL for Data Management,Technical,8
3815,Strategic Planning,Leadership,2
3816,Strategic Planning,Leadership,40
3817,Code of Conduct,Compliance,60
3818,Strategic Planning,Leadership,16
3819,Strategic Planning,Leadership,8
3820,Communication Skills,Skill Development,16
3821,Creative Thinking,Skill Development,60
3822,Data Privacy and Security,Compliance,40
3823,Time Management,Skill Development,2
3824,Data Privacy and Security,Compliance,60
3825,Cloud Computing Essentials,Technical,60
3826,Diversity and Inclusion,Compliance,2
3827,Strategic Planning,Leadership,8
3828,Communication Skills,Skill Development,8
3829,Data Privacy and Security,Compliance,8
3830,Advanced Excel,Technical,16
3831,Advanced Excel,Technical,60
3832,Coaching and Mentoring,Leadership,32
3833,Cybersecurity Basics,Technical,8
3834,Customer Service Excellence,Skill Development,8
3835,SQL for Data Management,Technical,60
3836,Data Privacy and Security,Compliance,4
3837,Leadership Essentials,Leadership,32
3838,Team Building,Leadership,16
3839,Emotional Intelligence,Leadership,16
3840,Negotiation Skills,Skill Development,4
3841,Cybersecurity Basics,Technical,16
3842,Negotiation Skills,Skill Development,8
3843,Data Analysis with Python,Technical,60
3844,Time Management,Skill Development,8
3845,Time Management,Skill Development,8
3846,Workplace Safety,Compliance,8
3847,Customer Service Excellence,Skill Development,16
3848,Financial Compliance,Compliance,40
3849,Emotional Intelligence,Leadership,60
3850,Strategic Planning,Leadership,2
3851,Cloud Computing Essentials,Technical,60
3852,Project Management Software Training,Technical,8
3853,Project Management Software Training,Technical,40
3854,Leadership Essentials,Leadership,40
3855,Problem Solving,Skill Development,8
3856,Team Building,Leadership,4
3857,Project Management Software Training,Technical,32
3858,Creative Thinking,Skill Development,60
3859,Customer Service Excellence,Skill Development,40
3860,Creative Thinking,Skill Development,8
3861,Financial Compliance,Compliance,40
3862,Negotiation Skills,Skill Development,2
3863,Data Analysis with Python,Technical,4
3864,Time Management,Skill Development,4
3865,Leadership Essentials,Leadership,4
3866,Problem Solving,Skill Development,60
3867,Diversity and Inclusion,Compliance,60
3868,Communication Skills,Skill Development,60
3869,Data Privacy and Security,Compliance,32
3870,Financial Compliance,Compliance,16
3871,Coaching and Mentoring,Leadership,32
3872,Code of Conduct,Compliance,2
3873,Advanced Excel,Technical,60
3874,Coaching and Mentoring,Leadership,16
3875,Cloud Computing Essentials,Technical,8
3876,Anti-Harassment Training,Compliance,40
3877,Leadership Essentials,Leadership,32
3878,Advanced Excel,Technical,8
3879,Anti-Harassment Training,Compliance,4
3880,Workplace Safety,Compliance,40
3881,Cloud Computing Essentials,Technical,60
3882,Financial Compliance,Compliance,40
3883,Communication Skills,Skill Development,40
3884,Workplace Safety,Compliance,16
3885,Financial Compliance,Compliance,8
3886,Coaching and Mentoring,Leadership,40
3887,Leadership Essentials,Leadership,32
3888,Customer Service Excellence,Skill Development,4
3889,Cybersecurity Basics,Technical,32
3890,Data Privacy and Security,Compliance,4
3891,Leadership Essentials,Leadership,4
3892,Communication Skills,Skill Development,8
3893,Project Management Software Training,Technical,16
3894,Anti-Harassment Training,Compliance,4
3895,Cloud Computing Essentials,Technical,32
3896,SQL for Data Management,Technical,2
3897,Diversity and Inclusion,Compliance,40
3898,Time Management,Skill Development,16
3899,Advanced Excel,Technical,8
3900,Code of Conduct,Compliance,32
3901,Customer Service Excellence,Skill Development,40
3902,Diversity and Inclusion,Compliance,8
3903,Problem Solving,Skill Development,2
3904,Diversity and Inclusion,Compliance,2
3905,Financial Compliance,Compliance,4
3906,Data Analysis with Python,Technical,16
3907,Code of Conduct,Compliance,4
3908,Cloud Computing Essentials,Technical,32
3909,Data Analysis with Python,Technical,60
3910,Strategic Planning,Leadership,60
3911,Cloud Computing Essentials,Technical,2
3912,Leadership Essentials,Leadership,16
3913,Coaching and Mentoring,Leadership,16
3914,Financial Compliance,Compliance,8
3915,Cybersecurity Basics,Technical,2
3916,Code of Conduct,Compliance,2
3917,Team Building,Leadership,40
3918,Workplace Safety,Compliance,40
3919,Data Analysis with Python,Technical,32
3920,Anti-Harassment Training,Compliance,16
3921,Advanced Excel,Technical,16
3922,Customer Service Excellence,Skill Development,16
3923,Negotiation Skills,Skill Development,8
3924,Negotiation Skills,Skill Development,32
3925,Data Analysis with Python,Technical,4
3926,SQL for Data Management,Technical,16
3927,Workplace Safety,Compliance,8
3928,Project Management Software Training,Technical,2
3929,Data Privacy and Security,Compliance,4
3930,Financial Compliance,Compliance,40
3931,Strategic Planning,Leadership,4
3932,Coaching and Mentoring,Leadership,2
3933,Problem Solving,Skill Development,4
3934,Project Management Software Training,Technical,4
3935,Customer Service Excellence,Skill Development,40
3936,Problem Solving,Skill Development,32
3937,Emotional Intelligence,Leadership,16
3938,Time Management,Skill Development,8
3939,Negotiation Skills,Skill Development,8
3940,Problem Solving,Skill Development,60
3941,Leadership Essentials,Leadership,2
3942,Project Management Software Training,Technical,60
3943,Negotiation Skills,Skill Development,60
3944,Conflict Resolution,Leadership,4
3945,Anti-Harassment Training,Compliance,16
3946,Problem Solving,Skill Development,32
3947,Data Privacy and Security,Compliance,4
3948,Cloud Computing Essentials,Technical,16
3949,Problem Solving,Skill Development,8
3950,Conflict Resolution,Leadership,60
3951,Workplace Safety,Compliance,16
3952,Diversity and Inclusion,Compliance,40
3953,Communication Skills,Skill Development,8
3954,Team Building,Leadership,60
3955,Negotiation Skills,Skill Development,2
3956,Customer Service Excellence,Skill Development,32
3957,Anti-Harassment Training,Compliance,4
3958,Coaching and Mentoring,Leadership,32
3959,Coaching and Mentoring,Leadership,16
3960,Emotional Intelligence,Leadership,32
3961,Strategic Planning,Leadership,2
3962,Advanced Excel,Technical,32
3963,Code of Conduct,Compliance,8
3964,Customer Service Excellence,Skill Development,60
3965,Diversity and Inclusion,Compliance,32
3966,Coaching and Mentoring,Leadership,60
3967,Leadership Essentials,Leadership,40
3968,Diversity and Inclusion,Compliance,8
3969,Code of Conduct,Compliance,40
3970,Coaching and Mentoring,Leadership,40
3971,Conflict Resolution,Leadership,2
3972,Coaching and Mentoring,Leadership,32
3973,SQL for Data Management,Technical,40
3974,Leadership Essentials,Leadership,8
3975,Project Management Software Training,Technical,16
3976,Problem Solving,Skill Development,40
3977,Workplace Safety,Compliance,32
3978,Coaching and Mentoring,Leadership,32
3979,Anti-Harassment Training,Compliance,32
3980,Strategic Planning,Leadership,32
3981,Conflict Resolution,Leadership,32
3982,Financial Compliance,Compliance,4
3983,Data Privacy and Security,Compliance,40
3984,Anti-Harassment Training,Compliance,8
3985,SQL for Data Management,Technical,4
3986,Data Analysis with Python,Technical,2
3987,Project Management Software Training,Technical,32
3988,Creative Thinking,Skill Development,40
3989,Data Analysis with Python,Technical,8
3990,Problem Solving,Skill Development,8
3991,Emotional Intelligence,Leadership,32
3992,Time Management,Skill Development,8
3993,Data Analysis with Python,Technical,4
3994,Cybersecurity Basics,Technical,2
3995,Coaching and Mentoring,Leadership,32
3996,Time Management,Skill Development,2
3997,Problem Solving,Skill Development,8
3998,Data Privacy and Security,Compliance,4
3999,Advanced Excel,Technical,4
4000,Leadership Essentials,Leadership,40
4001,Negotiation Skills,Skill Development,2
4002,Financial Compliance,Compliance,32
4003,Problem Solving,Skill Development,40
4004,SQL for Data Management,Technical,2
4005,Customer Service Excellence,Skill Development,8
4006,Problem Solving,Skill Development,16
4007,Communication Skills,Skill Development,2
4008,Time Management,Skill Development,40
4009,Anti-Harassment Training,Compliance,8
4010,SQL for Data Management,Technical,16
4011,Conflict Resolution,Leadership,60
4012,Strategic Planning,Leadership,2
4013,Advanced Excel,Technical,60
4014,Leadership Essentials,Leadership,8
4015,Problem Solving,Skill Development,60
4016,Cybersecurity Basics,Technical,32
4017,Data Analysis with Python,Technical,2
4018,Workplace Safety,Compliance,4
4019,Data Analysis with Python,Technical,60
4020,Time Management,Skill Development,8
4021,Time Management,Skill Development,8
4022,Diversity and Inclusion,Compliance,8
4023,SQL for Data Management,Technical,32
4024,Strategic Planning,Leadership,4
4025,Cybersecurity Basics,Technical,8
4026,Code of Conduct,Compliance,40
4027,Strategic Planning,Leadership,60
4028,SQL for Data Management,Technical,16
4029,Time Management,Skill Development,32
4030,Time Management,Skill Development,2
4031,Conflict Resolution,Leadership,8
4032,Data Privacy and Security,Compliance,4
4033,Code of Conduct,Compliance,32
4034,Cloud Computing Essentials,Technical,8
4035,Anti-Harassment Training,Compliance,16
4036,Coaching and Mentoring,Leadership,40
4037,Customer Service Excellence,Skill Development,40
4038,Code of Conduct,Compliance,60
4039,Data Privacy and Security,Compliance,2
4040,Coaching and Mentoring,Leadership,16
4041,Data Analysis with Python,Technical,60
4042,Negotiation Skills,Skill Development,40
4043,Diversity and Inclusion,Compliance,8
4044,Project Management Software Training,Technical,2
4045,Emotional Intelligence,Leadership,40
4046,Team Building,Leadership,60
4047,SQL for Data Management,Technical,40
4048,Cybersecurity Basics,Technical,4
4049,Workplace Safety,Compliance,2
4050,Strategic Planning,Leadership,4
4051,Data Analysis with Python,Technical,16
4052,Code of Conduct,Compliance,8
4053,Financial Compliance,Compliance,32
4054,SQL for Data Management,Technical,16
4055,Leadership Essentials,Leadership,4
4056,Team Building,Leadership,60
4057,Leadership Essentials,Leadership,60
4058,Cloud Computing Essentials,Technical,32
4059,Diversity and Inclusion,Compliance,4
4060,Leadership Essentials,Leadership,60
4061,Problem Solving,Skill Development,32
4062,Data Privacy and Security,Compliance,16
4063,Leadership Essentials,Leadership,40
4064,Problem Solving,Skill Development,40
4065,SQL for Data Management,Technical,8
4066,Problem Solving,Skill Development,8
4067,Cloud Computing Essentials,Technical,2
4068,Cybersecurity Basics,Technical,16
4069,Coaching and Mentoring,Leadership,4
4070,Time Management,Skill Development,2
4071,Negotiation Skills,Skill Development,8
4072,Creative Thinking,Skill Development,60
4073,Data Privacy and Security,Compliance,16
4074,Diversity and Inclusion,Compliance,32
4075,Cloud Computing Essentials,Technical,40
4076,Customer Service Excellence,Skill Development,60
4077,Emotional Intelligence,Leadership,32
4078,Coaching and Mentoring,Leadership,60
4079,Financial Compliance,Compliance,32
4080,Project Management Software Training,Technical,4
4081,Conflict Resolution,Leadership,32
4082,Communication Skills,Skill Development,16
4083,Diversity and Inclusion,Compliance,16
4084,Advanced Excel,Technical,4
4085,Coaching and Mentoring,Leadership,4
4086,Cybersecurity Basics,Technical,32
4087,Data Analysis with Python,Technical,2
4088,Conflict Resolution,Leadership,8
4089,Diversity and Inclusion,Compliance,32
4090,Customer Service Excellence,Skill Development,4
4091,Workplace Safety,Compliance,8
4092,Data Analysis with Python,Technical,2
4093,Workplace Safety,Compliance,60
4094,Data Privacy and Security,Compliance,60
4095,Code of Conduct,Compliance,4
4096,Code of Conduct,Compliance,16
4097,Negotiation Skills,Skill Development,40
4098,SQL for Data Management,Technical,40
4099,Customer Service Excellence,Skill Development,32
4100,Data Analysis with Python,Technical,16
4101,Cloud Computing Essentials,Technical,32
4102,Coaching and Mentoring,Leadership,32
4103,Negotiation Skills,Skill Development,40
4104,Code of Conduct,Compliance,16
4105,Creative Thinking,Skill Development,8
4106,Creative Thinking,Skill Development,40
4107,SQL for Data Management,Technical,40
4108,Cybersecurity Basics,Technical,8
4109,Leadership Essentials,Leadership,8
4110,Conflict Resolution,Leadership,16
4111,Communication Skills,Skill Development,8
4112,Data Privacy and Security,Compliance,40
4113,Negotiation Skills,Skill Development,60
4114,Project Management Software Training,Technical,8
4115,Workplace Safety,Compliance,16
4116,SQL for Data Management,Technical,40
4117,Creative Thinking,Skill Development,8
4118,Financial Compliance,Compliance,8
4119,Customer Service Excellence,Skill Development,40
4120,Communication Skills,Skill Development,4
4121,Communication Skills,Skill Development,2
4122,Cloud Computing Essentials,Technical,4
4123,Advanced Excel,Technical,32
4124,Customer Service Excellence,Skill Development,60
4125,Conflict Resolution,Leadership,4
4126,Workplace Safety,Compliance,8
4127,Conflict Resolution,Leadership,60
4128,Workplace Safety,Compliance,8
4129,Communication Skills,Skill Development,8
4130,Data Analysis with Python,Technical,60
4131,Creative Thinking,Skill Development,32
4132,Workplace Safety,Compliance,4
4133,Anti-Harassment Training,Compliance,40
4134,Financial Compliance,Compliance,60
4135,Emotional Intelligence,Leadership,2
4136,Creative Thinking,Skill Development,60
4137,Team Building,Leadership,4
4138,SQL for Data Management,Technical,60
4139,SQL for Data Management,Technical,2
4140,Anti-Harassment Training,Compliance,60
4141,Communication Skills,Skill Development,40
4142,Project Management Software Training,Technical,8
4143,Leadership Essentials,Leadership,40
4144,Strategic Planning,Leadership,4
4145,Communication Skills,Skill Development,8
4146,Strategic Planning,Leadership,60
4147,Conflict Resolution,Leadership,2
4148,Data Analysis with Python,Technical,4
4149,Coaching and Mentoring,Leadership,2
4150,Team Building,Leadership,2
4151,Anti-Harassment Training,Compliance,2
4152,Advanced Excel,Technical,8
4153,Cybersecurity Basics,Technical,2
4154,Strategic Planning,Leadership,40
4155,Problem Solving,Skill Development,4
4156,Anti-Harassment Training,Compliance,60
4157,Negotiation Skills,Skill Development,16
4158,Problem Solving,Skill Development,40
4159,Anti-Harassment Training,Compliance,16
4160,Creative Thinking,Skill Development,40
4161,Time Management,Skill Development,32
4162,Diversity and Inclusion,Compliance,4
4163,Creative Thinking,Skill Development,40
4164,Data Analysis with Python,Technical,8
4165,Data Privacy and Security,Compliance,16
4166,Advanced Excel,Technical,2
4167,Team Building,Leadership,32
4168,Communication Skills,Skill Development,16
4169,SQL for Data Management,Technical,16
4170,Data Analysis with Python,Technical,40
4171,Creative Thinking,Skill Development,4
4172,Conflict Resolution,Leadership,40
4173,Workplace Safety,Compliance,60
4174,Data Privacy and Security,Compliance,2
4175,Cloud Computing Essentials,Technical,32
4176,Financial Compliance,Compliance,2
4177,Data Analysis with Python,Technical,8
4178,Financial Compliance,Compliance,32
4179,Diversity and Inclusion,Compliance,40
4180,Negotiation Skills,Skill Development,8
4181,Workplace Safety,Compliance,60
4182,Data Privacy and Security,Compliance,8
4183,Strategic Planning,Leadership,2
4184,Data Analysis with Python,Technical,40
4185,Emotional Intelligence,Leadership,60
4186,Time Management,Skill Development,40
4187,Customer Service Excellence,Skill Development,40
4188,Financial Compliance,Compliance,40
4189,Data Analysis with Python,Technical,2
4190,Project Management Software Training,Technical,2
4191,Problem Solving,Skill Development,2
4192,Coaching and Mentoring,Leadership,16
4193,Problem Solving,Skill Development,2
4194,Data Privacy and Security,Compliance,8
4195,Data Analysis with Python,Technical,16
4196,Financial Compliance,Compliance,16
4197,Code of Conduct,Compliance,8
4198,Project Management Software Training,Technical,16
4199,Code of Conduct,Compliance,32
4200,Problem Solving,Skill Development,40
4201,Conflict Resolution,Leadership,60
4202,Team Building,Leadership,16
4203,SQL for Data Management,Technical,40
4204,Negotiation Skills,Skill Development,40
4205,Creative Thinking,Skill Development,4
4206,Communication Skills,Skill Development,8
4207,Project Management Software Training,Technical,16
4208,Creative Thinking,Skill Development,16
4209,Coaching and Mentoring,Leadership,40
4210,Diversity and Inclusion,Compliance,4
4211,Cybersecurity Basics,Technical,60
4212,Leadership Essentials,Leadership,8
4213,Data Analysis with Python,Technical,60
4214,Negotiation Skills,Skill Development,2
4215,Cloud Computing Essentials,Technical,2
4216,Anti-Harassment Training,Compliance,4
4217,Financial Compliance,Compliance,60
4218,Leadership Essentials,Leadership,40
4219,Cybersecurity Basics,Technical,8
4220,Data Analysis with Python,Technical,60
4221,Strategic Planning,Leadership,16
4222,Leadership Essentials,Leadership,32
4223,Financial Compliance,Compliance,60
4224,Code of Conduct,Compliance,4
4225,Code of Conduct,Compliance,60
4226,SQL for Data Management,Technical,4
4227,Cloud Computing Essentials,Technical,16
4228,Emotional Intelligence,Leadership,40
4229,Time Management,Skill Development,40
4230,Cloud Computing Essentials,Technical,8
4231,Conflict Resolution,Leadership,8
4232,Project Management Software Training,Technical,4
4233,Financial Compliance,Compliance,16
4234,Financial Compliance,Compliance,32
4235,Negotiation Skills,Skill Development,32
4236,Anti-Harassment Training,Compliance,32
4237,Team Building,Leadership,4
4238,Problem Solving,Skill Development,16
4239,Emotional Intelligence,Leadership,4
4240,Financial Compliance,Compliance,60
4241,Data Analysis with Python,Technical,40
4242,Strategic Planning,Leadership,16
4243,Emotional Intelligence,Leadership,60
4244,Cybersecurity Basics,Technical,40
4245,Team Building,Leadership,60
4246,Negotiation Skills,Skill Development,8
4247,Communication Skills,Skill Development,32
4248,Problem Solving,Skill Development,2
4249,Creative Thinking,Skill Development,60
4250,Time Management,Skill Development,32
4251,Conflict Resolution,Leadership,40
4252,Coaching and Mentoring,Leadership,40
4253,Creative Thinking,Skill Development,16
4254,Leadership Essentials,Leadership,4
4255,Advanced Excel,Technical,8
4256,Anti-Harassment Training,Compliance,8
4257,Diversity and Inclusion,Compliance,32
4258,Coaching and Mentoring,Leadership,60
4259,Anti-Harassment Training,Compliance,32
4260,Conflict Resolution,Leadership,2
4261,Creative Thinking,Skill Development,2
4262,SQL for Data Management,Technical,8
4263,Code of Conduct,Compliance,8
4264,Financial Compliance,Compliance,8
4265,Anti-Harassment Training,Compliance,32
4266,Problem Solving,Skill Development,32
4267,Anti-Harassment Training,Compliance,8
4268,Creative Thinking,Skill Development,8
4269,Leadership Essentials,Leadership,32
4270,Diversity and Inclusion,Compliance,32
4271,Workplace Safety,Compliance,8
4272,Negotiation Skills,Skill Development,32
4273,Conflict Resolution,Leadership,40
4274,Financial Compliance,Compliance,2
4275,Anti-Harassment Training,Compliance,8
4276,Time Management,Skill Development,8
4277,Communication Skills,Skill Development,32
4278,Financial Compliance,Compliance,40
4279,Data Privacy and Security,Compliance,4
4280,Communication Skills,Skill Development,32
4281,Coaching and Mentoring,Leadership,40
4282,Diversity and Inclusion,Compliance,16
4283,Diversity and Inclusion,Compliance,32
4284,Workplace Safety,Compliance,32
4285,Negotiation Skills,Skill Development,16
4286,Project Management Software Training,Technical,4
4287,Project Management Software Training,Technical,40
4288,Project Management Software Training,Technical,60
4289,Negotiation Skills,Skill Development,8
4290,Conflict Resolution,Leadership,4
4291,Time Management,Skill Development,32
4292,Diversity and Inclusion,Compliance,2
4293,Conflict Resolution,Leadership,60
4294,Anti-Harassment Training,Compliance,60
4295,Creative Thinking,Skill Development,2
4296,Leadership Essentials,Leadership,60
4297,Code of Conduct,Compliance,4
4298,Problem Solving,Skill Development,2
4299,Creative Thinking,Skill Development,32
4300,Cybersecurity Basics,Technical,60
4301,Time Management,Skill Development,2
4302,SQL for Data Management,Technical,2
4303,Negotiation Skills,Skill Development,4
4304,Data Privacy and Security,Compliance,40
4305,Strategic Planning,Leadership,40
4306,Project Management Software Training,Technical,40
4307,Advanced Excel,Technical,16
4308,Advanced Excel,Technical,4
4309,SQL for Data Management,Technical,40
4310,Negotiation Skills,Skill Development,60
4311,Workplace Safety,Compliance,32
4312,Advanced Excel,Technical,2
4313,Project Management Software Training,Technical,2
4314,Financial Compliance,Compliance,8
4315,Project Management Software Training,Technical,32
4316,Financial Compliance,Compliance,8
4317,Financial Compliance,Compliance,60
4318,Diversity and Inclusion,Compliance,4
4319,Code of Conduct,Compliance,8
4320,Advanced Excel,Technical,60
4321,Code of Conduct,Compliance,4
4322,Data Privacy and Security,Compliance,2
4323,Diversity and Inclusion,Compliance,40
4324,SQL for Data Management,Technical,32
4325,Cybersecurity Basics,Technical,2
4326,Time Management,Skill Development,16
4327,Customer Service Excellence,Skill Development,60
4328,Diversity and Inclusion,Compliance,16
4329,Negotiation Skills,Skill Development,32
4330,Customer Service Excellence,Skill Development,4
4331,Cybersecurity Basics,Technical,60
4332,Financial Compliance,Compliance,4
4333,Conflict Resolution,Leadership,60
4334,Advanced Excel,Technical,4
4335,Communication Skills,Skill Development,8
4336,Leadership Essentials,Leadership,60
4337,Leadership Essentials,Leadership,16
4338,Customer Service Excellence,Skill Development,60
4339,Negotiation Skills,Skill Development,8
4340,Diversity and Inclusion,Compliance,2
4341,Team Building,Leadership,32
4342,Emotional Intelligence,Leadership,32
4343,Emotional Intelligence,Leadership,40
4344,Data Analysis with Python,Technical,8
4345,Time Management,Skill Development,8
4346,Strategic Planning,Leadership,16
4347,Data Privacy and Security,Compliance,40
4348,Financial Compliance,Compliance,40
4349,Emotional Intelligence,Leadership,40
4350,Creative Thinking,Skill Development,2
4351,Workplace Safety,Compliance,32
4352,Coaching and Mentoring,Leadership,16
4353,Workplace Safety,Compliance,60
4354,Emotional Intelligence,Leadership,16
4355,Strategic Planning,Leadership,32
4356,Data Privacy and Security,Compliance,16
4357,Financial Compliance,Compliance,4
4358,Cloud Computing Essentials,Technical,32
4359,Coaching and Mentoring,Leadership,32
4360,Data Privacy and Security,Compliance,8
4361,Data Privacy and Security,Compliance,8
4362,Data Privacy and Security,Compliance,2
4363,Financial Compliance,Compliance,8
4364,Strategic Planning,Leadership,40
4365,Communication Skills,Skill Development,2
4366,Customer Service Excellence,Skill Development,8
4367,Anti-Harassment Training,Compliance,60
4368,SQL for Data Management,Technical,8
4369,Advanced Excel,Technical,2
4370,Project Management Software Training,Technical,8
4371,Creative Thinking,Skill Development,60
4372,Cybersecurity Basics,Technical,60
4373,Problem Solving,Skill Development,2
4374,Project Management Software Training,Technical,4
4375,Communication Skills,Skill Development,16
4376,Diversity and Inclusion,Compliance,32
4377,Negotiation Skills,Skill Development,8
4378,Problem Solving,Skill Development,40
4379,Workplace Safety,Compliance,32
4380,Project Management Software Training,Technical,4
4381,Diversity and Inclusion,Compliance,2
4382,Data Analysis with Python,Technical,4
4383,Leadership Essentials,Leadership,60
4384,Communication Skills,Skill Development,16
4385,Communication Skills,Skill Development,2
4386,Financial Compliance,Compliance,40
4387,Customer Service Excellence,Skill Development,16
4388,Data Analysis with Python,Technical,60
4389,Coaching and Mentoring,Leadership,32
4390,Cybersecurity Basics,Technical,40
4391,Workplace Safety,Compliance,8
4392,Anti-Harassment Training,Compliance,4
4393,Workplace Safety,Compliance,16
4394,Time Management,Skill Development,2
4395,Strategic Planning,Leadership,40
4396,Coaching and Mentoring,Leadership,16
4397,Data Privacy and Security,Compliance,8
4398,Diversity and Inclusion,Compliance,32
4399,Coaching and Mentoring,Leadership,32
4400,Code of Conduct,Compliance,8
4401,Communication Skills,Skill Development,16
4402,Diversity and Inclusion,Compliance,8
4403,Coaching and Mentoring,Leadership,2
4404,Emotional Intelligence,Leadership,40
4405,SQL for Data Management,Technical,2
4406,Leadership Essentials,Leadership,60
4407,Workplace Safety,Compliance,16
4408,SQL for Data Management,Technical,16
4409,Leadership Essentials,Leadership,2
4410,Cybersecurity Basics,Technical,4
4411,Customer Service Excellence,Skill Development,16
4412,SQL for Data Management,Technical,4
4413,Customer Service Excellence,Skill Development,8
4414,Problem Solving,Skill Development,8
4415,Data Privacy and Security,Compliance,2
4416,Financial Compliance,Compliance,40
4417,Data Analysis with Python,Technical,2
4418,Data Privacy and Security,Compliance,4
4419,Cybersecurity Basics,Technical,4
4420,Communication Skills,Skill Development,2
4421,Creative Thinking,Skill Development,40
4422,Conflict Resolution,Leadership,60
4423,Conflict Resolution,Leadership,8
4424,Negotiation Skills,Skill Development,32
4425,SQL for Data Management,Technical,60
4426,Customer Service Excellence,Skill Development,4
4427,Creative Thinking,Skill Development,40
4428,Team Building,Leadership,4
4429,Cybersecurity Basics,Technical,4
4430,Financial Compliance,Compliance,40
4431,Emotional Intelligence,Leadership,60
4432,Customer Service Excellence,Skill Development,60
4433,Advanced Excel,Technical,4
4434,Emotional Intelligence,Leadership,2
4435,Creative Thinking,Skill Development,60
4436,Creative Thinking,Skill Development,40
4437,Diversity and Inclusion,Compliance,4
4438,Diversity and Inclusion,Compliance,60
4439,Conflict Resolution,Leadership,2
4440,Cloud Computing Essentials,Technical,32
4441,Workplace Safety,Compliance,60
4442,Team Building,Leadership,8
4443,Conflict Resolution,Leadership,8
4444,Negotiation Skills,Skill Development,60
4445,Cybersecurity Basics,Technical,8
4446,Cloud Computing Essentials,Technical,16
4447,Cloud Computing Essentials,Technical,60
4448,Communication Skills,Skill Development,40
4449,SQL for Data Management,Technical,60
4450,Data Privacy and Security,Compliance,32
4451,Anti-Harassment Training,Compliance,2
4452,Cybersecurity Basics,Technical,2
4453,Strategic Planning,Leadership,2
4454,Time Management,Skill Development,32
4455,Cloud Computing Essentials,Technical,8
4456,Strategic Planning,Leadership,16
4457,Data Analysis with Python,Technical,2
4458,Financial Compliance,Compliance,2
4459,SQL for Data Management,Technical,32
4460,Data Analysis with Python,Technical,60
4461,Diversity and Inclusion,Compliance,16
4462,Leadership Essentials,Leadership,40
4463,Problem Solving,Skill Development,16
4464,Cybersecurity Basics,Technical,32
4465,Communication Skills,Skill Development,40
4466,Data Privacy and Security,Compliance,2
4467,Financial Compliance,Compliance,32
4468,Cloud Computing Essentials,Technical,2
4469,Data Analysis with Python,Technical,4
4470,Problem Solving,Skill Development,2
4471,Project Management Software Training,Technical,40
4472,Cybersecurity Basics,Technical,32
4473,Emotional Intelligence,Leadership,8
4474,Anti-Harassment Training,Compliance,4
4475,Workplace Safety,Compliance,60
4476,Team Building,Leadership,16
4477,Leadership Essentials,Leadership,16
4478,Customer Service Excellence,Skill Development,2
4479,Data Privacy and Security,Compliance,4
4480,Advanced Excel,Technical,4
4481,Conflict Resolution,Leadership,2
4482,Cloud Computing Essentials,Technical,16
4483,Communication Skills,Skill Development,8
4484,Diversity and Inclusion,Compliance,32
4485,Anti-Harassment Training,Compliance,32
4486,Diversity and Inclusion,Compliance,4
