Employee ID,Year,Performance Feedback ID,Goal Clarity,Support for Goals,Manager Feedback Effectiveness,Team Collaboration Score,Additional Support Needed,Career Growth Satisfaction,Overall Performance Rating
2379,2022,5117,Yes,Yes,4,1,More team collaboration opportunities,Yes,2
2379,2023,5118,Yes,Yes,3,4,More team collaboration opportunities,Yes,5
2380,2020,5119,No,No,1,5,More career growth opportunities,No,1
2380,2021,5120,No,Yes,4,2,Improved work-life balance,No,2
2380,2022,5121,Yes,Yes,1,4,More team collaboration opportunities,Yes,2
2380,2023,5122,No,Yes,1,1,More career growth opportunities,No,1
2381,2021,5123,Yes,Yes,1,1,More team collaboration opportunities,Yes,3
2381,2022,5124,No,Yes,3,5,More career growth opportunities,Yes,4
2381,2023,5125,No,Yes,4,2,More training resources,Yes,2
2382,2022,5126,Yes,No,2,2,More training resources,No,5
2382,2023,5127,No,No,5,2,More team collaboration opportunities,Yes,3
2383,2022,5128,No,Yes,2,4,More training resources,Yes,5
2383,2023,5129,Yes,Yes,5,1,More team collaboration opportunities,Yes,4
2384,2018,5130,Yes,Yes,5,1,Better communication from management,Yes,4
2384,2019,5131,No,No,5,5,More team collaboration opportunities,No,5
2384,2020,5132,Yes,Yes,5,5,Improved work-life balance,No,3
2384,2021,5133,No,No,4,1,Improved work-life balance,Yes,3
2384,2022,5134,No,Yes,3,2,Better communication from management,Yes,3
2384,2023,5135,No,Yes,5,4,Improved work-life balance,Yes,4
2385,2021,5136,Yes,No,2,5,More training resources,Yes,5
2385,2022,5137,No,No,2,3,Improved work-life balance,Yes,4
2385,2023,5138,Yes,No,1,1,Better communication from management,No,1
2386,2019,5139,Yes,No,5,4,Better communication from management,No,1
2386,2020,5140,No,Yes,4,5,Better communication from management,No,1
2386,2021,5141,No,No,2,1,Improved work-life balance,Yes,5
2387,2019,5142,No,No,5,4,More career growth opportunities,No,2
2387,2020,5143,Yes,No,5,3,Improved work-life balance,Yes,3
2387,2021,5144,No,No,1,1,Better communication from management,No,5
2387,2022,5145,Yes,No,2,5,Better communication from management,No,1
2387,2023,5146,No,No,3,3,More training resources,No,5
2388,2018,5147,No,Yes,5,1,More training resources,Yes,4
2388,2019,5148,Yes,No,2,4,Improved work-life balance,No,4
2388,2020,5149,Yes,Yes,2,3,Improved work-life balance,Yes,1
2388,2021,5150,No,Yes,5,2,Better communication from management,Yes,4
2388,2022,5151,Yes,No,4,2,Improved work-life balance,Yes,1
2388,2023,5152,Yes,Yes,4,2,Improved work-life balance,No,1
2389,2019,5153,No,No,5,2,Better communication from management,Yes,2
2389,2020,5154,No,Yes,5,4,Better communication from management,No,4
2389,2021,5155,Yes,Yes,3,5,More career growth opportunities,No,4
2389,2022,5156,No,Yes,5,1,Improved work-life balance,No,4
2389,2023,5157,No,Yes,5,4,Better communication from management,No,1
2390,2018,5158,Yes,No,2,5,More career growth opportunities,Yes,2
2390,2019,5159,No,No,4,5,Improved work-life balance,No,3
2390,2020,5160,Yes,Yes,2,3,More career growth opportunities,Yes,4
2390,2021,5161,No,No,3,1,More team collaboration opportunities,No,5
2390,2022,5162,No,Yes,5,3,More career growth opportunities,No,1
2390,2023,5163,No,Yes,1,4,Better communication from management,Yes,4
2391,2020,5164,No,No,5,4,More team collaboration opportunities,No,5
2391,2021,5165,No,No,3,4,Improved work-life balance,No,2
2391,2022,5166,Yes,Yes,2,1,More training resources,No,2
2391,2023,5167,Yes,Yes,1,3,Better communication from management,Yes,3
2392,2019,5168,No,No,3,5,More team collaboration opportunities,No,2
2392,2020,5169,Yes,No,2,2,More career growth opportunities,No,2
2392,2021,5170,No,No,5,4,More team collaboration opportunities,No,4
2392,2022,5171,Yes,Yes,2,4,Better communication from management,No,4
2392,2023,5172,No,No,2,1,More team collaboration opportunities,Yes,5
2393,2018,5173,Yes,Yes,4,1,More team collaboration opportunities,No,2
2393,2019,5174,No,Yes,3,1,More training resources,No,4
2393,2020,5175,No,Yes,2,3,More career growth opportunities,Yes,2
2393,2021,5176,No,Yes,1,2,More career growth opportunities,Yes,1
2393,2022,5177,Yes,No,1,3,More training resources,No,2
2393,2023,5178,Yes,Yes,5,4,More team collaboration opportunities,Yes,5
2394,2018,5179,Yes,Yes,3,1,Improved work-life balance,Yes,4
2394,2019,5180,No,Yes,1,4,More career growth opportunities,Yes,1
2394,2020,5181,Yes,No,2,4,More training resources,No,3
2394,2021,5182,No,Yes,2,2,More career growth opportunities,Yes,1
2394,2022,5183,No,Yes,5,5,Better communication from management,Yes,1
2394,2023,5184,No,Yes,2,2,Improved work-life balance,Yes,3
2395,2018,5185,Yes,Yes,3,1,More training resources,Yes,4
2395,2019,5186,No,Yes,2,4,Improved work-life balance,No,3
2395,2020,5187,Yes,No,5,3,Better communication from management,Yes,1
2395,2021,5188,Yes,No,4,3,Improved work-life balance,Yes,5
2395,2022,5189,No,No,2,1,More team collaboration opportunities,Yes,2
2395,2023,5190,No,No,3,1,Improved work-life balance,Yes,4
2396,2021,5191,Yes,Yes,3,4,More team collaboration opportunities,Yes,2
2396,2022,5192,No,No,1,1,Better communication from management,Yes,5
2396,2023,5193,Yes,Yes,4,4,More training resources,Yes,5
2397,2019,5194,No,No,1,5,More training resources,Yes,2
2397,2020,5195,Yes,Yes,2,3,More career growth opportunities,Yes,5
2397,2021,5196,No,No,1,4,Better communication from management,Yes,5
2397,2022,5197,Yes,No,5,2,More team collaboration opportunities,Yes,2
2397,2023,5198,Yes,No,3,1,More training resources,No,5
2398,2020,5199,Yes,No,4,2,More training resources,Yes,2
2398,2021,5200,Yes,No,4,5,More training resources,No,2
2398,2022,5201,No,Yes,5,5,Better communication from management,No,2
2398,2023,5202,No,No,3,3,Better communication from management,No,2
2399,2022,5203,Yes,Yes,4,3,Better communication from management,Yes,2
2399,2023,5204,Yes,Yes,5,2,More training resources,Yes,5
2400,2022,5205,Yes,No,3,5,Better communication from management,Yes,1
2400,2023,5206,Yes,Yes,2,2,Improved work-life balance,No,4
2401,2020,5207,No,No,4,4,Improved work-life balance,No,1
2401,2021,5208,Yes,No,2,4,Better communication from management,No,4
2401,2022,5209,No,Yes,4,5,More team collaboration opportunities,No,3
2401,2023,5210,Yes,No,3,5,More team collaboration opportunities,No,4
2402,2021,5211,Yes,No,4,4,More career growth opportunities,No,3
2402,2022,5212,Yes,Yes,3,1,Better communication from management,No,5
2402,2023,5213,No,Yes,3,4,More career growth opportunities,Yes,5
2403,2018,5214,Yes,Yes,3,4,More career growth opportunities,No,5
2403,2019,5215,No,Yes,4,3,Improved work-life balance,No,4
2403,2020,5216,No,No,1,3,More training resources,No,2
2403,2021,5217,Yes,No,3,4,Improved work-life balance,No,5
2403,2022,5218,No,No,1,1,Better communication from management,No,2
2403,2023,5219,No,No,3,1,More career growth opportunities,No,5
2404,2020,5220,No,Yes,3,5,Better communication from management,No,4
2404,2021,5221,Yes,Yes,1,1,More career growth opportunities,Yes,3
2404,2022,5222,No,No,4,3,Better communication from management,Yes,5
2404,2023,5223,No,Yes,4,3,More team collaboration opportunities,Yes,5
2405,2018,5224,Yes,No,5,1,More career growth opportunities,Yes,2
2405,2019,5225,Yes,No,4,5,More training resources,Yes,3
2405,2020,5226,No,Yes,2,5,Better communication from management,Yes,1
2405,2021,5227,No,Yes,2,3,Improved work-life balance,Yes,5
2405,2022,5228,No,No,3,4,Improved work-life balance,No,2
2405,2023,5229,No,Yes,1,4,More career growth opportunities,No,2
2406,2020,5230,Yes,Yes,5,3,Better communication from management,No,4
2406,2021,5231,No,No,2,4,Better communication from management,No,4
2406,2022,5232,Yes,Yes,2,2,Improved work-life balance,No,2
2406,2023,5233,No,No,3,5,More training resources,Yes,5
2407,2021,5234,Yes,No,2,2,More team collaboration opportunities,Yes,4
2407,2022,5235,No,No,3,5,More training resources,Yes,4
2407,2023,5236,Yes,No,5,4,More career growth opportunities,No,5
2408,2019,5237,No,Yes,3,3,More team collaboration opportunities,No,5
2408,2020,5238,Yes,Yes,3,1,More team collaboration opportunities,Yes,2
2408,2021,5239,No,Yes,3,3,More training resources,No,1
2408,2022,5240,No,Yes,1,1,Improved work-life balance,Yes,1
2408,2023,5241,No,Yes,3,3,Improved work-life balance,Yes,2
2409,2020,5242,No,Yes,5,5,More training resources,Yes,4
2409,2021,5243,Yes,Yes,3,2,Better communication from management,No,1
2409,2022,5244,No,Yes,4,3,Better communication from management,Yes,1
2409,2023,5245,No,Yes,1,1,More team collaboration opportunities,No,5
2410,2022,5246,Yes,No,3,1,More team collaboration opportunities,No,3
2410,2023,5247,No,Yes,5,4,More team collaboration opportunities,Yes,5
2411,2019,5248,Yes,No,5,2,More team collaboration opportunities,Yes,4
2411,2020,5249,No,No,3,4,Improved work-life balance,No,3
2411,2021,5250,No,Yes,4,3,Better communication from management,Yes,2
2411,2022,5251,No,No,2,4,More team collaboration opportunities,Yes,1
2411,2023,5252,No,No,1,2,Better communication from management,No,5
2412,2022,5253,Yes,Yes,3,2,More career growth opportunities,Yes,2
2412,2023,5254,Yes,Yes,2,5,Improved work-life balance,No,2
2413,2021,5255,Yes,No,1,2,Better communication from management,No,2
2413,2022,5256,Yes,No,5,4,Better communication from management,Yes,3
2413,2023,5257,Yes,No,4,3,More team collaboration opportunities,Yes,4
2414,2021,5258,Yes,No,3,1,More career growth opportunities,Yes,5
2414,2022,5259,No,Yes,2,4,More team collaboration opportunities,Yes,1
2414,2023,5260,No,Yes,3,1,More team collaboration opportunities,Yes,4
2415,2019,5261,Yes,Yes,5,1,Improved work-life balance,No,3
2415,2020,5262,Yes,No,2,3,More career growth opportunities,Yes,3
2415,2021,5263,Yes,Yes,5,5,More training resources,No,3
2415,2022,5264,Yes,No,1,5,More training resources,No,1
2415,2023,5265,Yes,No,1,5,More training resources,Yes,1
2416,2019,5266,No,Yes,3,5,More team collaboration opportunities,Yes,3
2416,2020,5267,No,Yes,2,4,More training resources,Yes,5
2416,2021,5268,No,No,2,2,Improved work-life balance,No,5
2416,2022,5269,No,No,1,2,More career growth opportunities,Yes,1
2416,2023,5270,No,Yes,3,5,More career growth opportunities,Yes,5
2417,2021,5271,Yes,Yes,2,1,More career growth opportunities,No,3
2417,2022,5272,Yes,Yes,4,2,Better communication from management,Yes,4
2417,2023,5273,Yes,No,3,1,More training resources,Yes,2
2418,2022,5274,Yes,Yes,4,4,Improved work-life balance,Yes,4
2418,2023,5275,No,Yes,1,4,More team collaboration opportunities,No,2
2419,2022,5276,Yes,No,4,4,Improved work-life balance,Yes,5
2419,2023,5277,No,Yes,2,5,Improved work-life balance,Yes,2
2420,2019,5278,Yes,No,1,2,More team collaboration opportunities,Yes,1
2420,2020,5279,Yes,No,2,3,More career growth opportunities,Yes,5
2420,2021,5280,No,No,1,2,Better communication from management,Yes,3
2420,2022,5281,Yes,No,5,5,More career growth opportunities,No,4
2420,2023,5282,No,No,2,3,Better communication from management,No,2
2421,2018,5283,Yes,Yes,5,1,More training resources,No,5
2421,2019,5284,No,Yes,3,4,More team collaboration opportunities,Yes,4
2421,2020,5285,No,Yes,4,5,More career growth opportunities,Yes,4
2421,2021,5286,Yes,Yes,3,2,More career growth opportunities,No,1
2422,2022,5287,Yes,Yes,2,3,Improved work-life balance,Yes,1
2422,2023,5288,No,No,4,1,More training resources,No,2
2423,2019,5289,Yes,Yes,1,4,More team collaboration opportunities,Yes,2
2423,2020,5290,Yes,No,3,4,More team collaboration opportunities,Yes,3
2423,2021,5291,No,No,1,2,Improved work-life balance,Yes,3
2423,2022,5292,No,No,3,4,More training resources,Yes,5
2423,2023,5293,No,Yes,4,5,More training resources,Yes,5
2424,2022,5294,Yes,Yes,4,3,More training resources,No,5
2424,2023,5295,Yes,Yes,3,2,More career growth opportunities,No,1
2425,2022,5296,Yes,No,4,3,More training resources,No,5
2425,2023,5297,No,No,2,3,Improved work-life balance,No,1
2426,2021,5298,Yes,No,3,2,Improved work-life balance,No,1
2426,2022,5299,Yes,Yes,2,3,More training resources,No,2
2426,2023,5300,Yes,No,4,5,More career growth opportunities,No,2
2427,2018,5301,No,Yes,3,5,Improved work-life balance,No,3
2427,2019,5302,No,No,2,1,More team collaboration opportunities,No,3
2427,2020,5303,No,Yes,2,1,More training resources,No,1
2427,2021,5304,No,Yes,3,4,Improved work-life balance,Yes,4
2427,2022,5305,No,No,5,5,More team collaboration opportunities,No,5
2427,2023,5306,Yes,Yes,3,4,Improved work-life balance,Yes,5
2428,2021,5307,Yes,No,1,3,More career growth opportunities,No,1
2428,2022,5308,No,Yes,1,5,Improved work-life balance,No,5
2428,2023,5309,No,Yes,1,1,More team collaboration opportunities,Yes,4
2429,2018,5310,Yes,Yes,5,5,More team collaboration opportunities,Yes,2
2429,2019,5311,Yes,No,5,1,More team collaboration opportunities,Yes,4
2429,2020,5312,No,No,3,1,More training resources,Yes,2
2429,2021,5313,Yes,No,3,1,More training resources,Yes,2
2429,2022,5314,Yes,No,2,5,More team collaboration opportunities,No,1
2429,2023,5315,No,Yes,2,5,More team collaboration opportunities,Yes,1
2430,2021,5316,No,No,1,4,Better communication from management,No,1
2430,2022,5317,No,No,4,4,Better communication from management,Yes,2
2430,2023,5318,No,Yes,5,1,More team collaboration opportunities,Yes,5
2431,2018,5319,No,No,5,3,Better communication from management,No,2
2431,2019,5320,No,No,3,2,More team collaboration opportunities,Yes,2
2431,2020,5321,Yes,Yes,1,1,Improved work-life balance,Yes,3
2431,2021,5322,Yes,Yes,2,4,More training resources,Yes,2
2431,2022,5323,No,Yes,2,3,More training resources,No,1
2431,2023,5324,Yes,Yes,4,4,More team collaboration opportunities,Yes,4
2432,2018,5325,No,Yes,1,2,Improved work-life balance,Yes,4
2432,2019,5326,Yes,Yes,5,2,Improved work-life balance,Yes,3
2432,2020,5327,No,Yes,2,3,Better communication from management,Yes,3
2432,2021,5328,Yes,Yes,5,1,Improved work-life balance,Yes,1
2432,2022,5329,No,Yes,5,2,Improved work-life balance,No,1
2432,2023,5330,No,Yes,1,5,Improved work-life balance,No,2
2433,2018,5331,Yes,Yes,4,3,Improved work-life balance,No,1
2433,2019,5332,Yes,No,5,1,Better communication from management,Yes,1
2433,2020,5333,Yes,Yes,5,4,More team collaboration opportunities,Yes,3
2433,2021,5334,Yes,Yes,5,4,More training resources,Yes,3
2433,2022,5335,Yes,No,3,3,Improved work-life balance,Yes,4
2433,2023,5336,Yes,No,5,3,More career growth opportunities,No,2
2434,2022,5337,Yes,Yes,3,3,More training resources,No,4
2434,2023,5338,Yes,No,2,5,Better communication from management,No,1
2435,2021,5339,Yes,No,2,1,Improved work-life balance,No,4
2435,2022,5340,Yes,No,1,3,More career growth opportunities,No,5
2435,2023,5341,No,No,5,4,Better communication from management,Yes,1
2436,2020,5342,No,Yes,2,2,More team collaboration opportunities,Yes,4
2436,2021,5343,Yes,No,5,3,More career growth opportunities,Yes,2
2436,2022,5344,Yes,No,1,4,More career growth opportunities,Yes,1
2436,2023,5345,No,No,3,5,More career growth opportunities,No,1
2437,2020,5346,Yes,Yes,3,1,More training resources,Yes,4
2437,2021,5347,No,Yes,1,3,Better communication from management,Yes,1
2437,2022,5348,Yes,No,5,2,More career growth opportunities,No,1
2437,2023,5349,Yes,Yes,4,4,Better communication from management,Yes,2
2438,2019,5350,Yes,No,2,3,More training resources,No,2
2438,2020,5351,No,No,2,5,More career growth opportunities,Yes,3
2438,2021,5352,No,No,5,5,Improved work-life balance,Yes,1
2438,2022,5353,Yes,Yes,4,3,More career growth opportunities,No,4
2438,2023,5354,No,No,4,3,Improved work-life balance,No,4
2439,2018,5355,Yes,No,2,1,More training resources,No,4
2439,2019,5356,Yes,Yes,2,1,Improved work-life balance,No,3
2439,2020,5357,Yes,No,3,2,Improved work-life balance,Yes,5
2439,2021,5358,No,No,1,2,Improved work-life balance,Yes,5
2439,2022,5359,Yes,Yes,1,1,Better communication from management,No,1
2439,2023,5360,Yes,No,2,2,More career growth opportunities,Yes,5
2440,2019,5361,Yes,No,3,2,Improved work-life balance,No,3
2440,2020,5362,Yes,No,2,1,More career growth opportunities,No,1
2440,2021,5363,Yes,Yes,5,2,More training resources,Yes,2
2440,2022,5364,No,Yes,2,2,More training resources,No,5
2440,2023,5365,Yes,No,4,3,Better communication from management,No,2
2441,2018,5366,No,No,3,4,Better communication from management,Yes,3
2441,2019,5367,No,No,2,4,More career growth opportunities,No,1
2441,2020,5368,Yes,Yes,1,2,Improved work-life balance,No,5
2441,2021,5369,No,No,1,5,Improved work-life balance,Yes,2
2441,2022,5370,No,No,4,1,Improved work-life balance,No,2
2441,2023,5371,Yes,Yes,1,2,More training resources,No,2
2442,2021,5372,No,No,1,3,More training resources,Yes,4
2442,2022,5373,No,Yes,3,2,Better communication from management,Yes,2
2442,2023,5374,No,No,1,1,Improved work-life balance,No,3
2443,2018,5375,Yes,Yes,3,4,Better communication from management,No,3
2443,2019,5376,Yes,Yes,2,2,Improved work-life balance,No,3
2443,2020,5377,No,No,4,1,More team collaboration opportunities,No,2
2443,2021,5378,No,Yes,5,1,Improved work-life balance,No,2
2443,2022,5379,No,Yes,1,4,More career growth opportunities,Yes,1
2443,2023,5380,No,Yes,1,1,More career growth opportunities,Yes,2
2444,2022,5381,No,No,3,4,More team collaboration opportunities,No,2
2444,2023,5382,Yes,No,1,5,Improved work-life balance,Yes,5
2445,2018,5383,No,Yes,1,2,More career growth opportunities,Yes,1
2445,2019,5384,Yes,Yes,3,2,More career growth opportunities,No,5
2445,2020,5385,No,No,3,4,More team collaboration opportunities,No,3
2445,2021,5386,Yes,Yes,3,2,More team collaboration opportunities,Yes,1
2445,2022,5387,Yes,No,3,3,More career growth opportunities,No,5
2445,2023,5388,Yes,Yes,1,3,More team collaboration opportunities,No,3
2446,2022,5389,Yes,No,3,3,More training resources,Yes,3
2446,2023,5390,No,Yes,2,5,Better communication from management,No,1
2448,2018,5391,No,No,1,3,Improved work-life balance,No,3
2448,2019,5392,Yes,No,5,4,More team collaboration opportunities,No,1
2448,2020,5393,No,No,3,3,Better communication from management,No,2
2448,2021,5394,No,Yes,4,2,Better communication from management,Yes,2
2448,2022,5395,Yes,Yes,3,3,More training resources,No,4
2448,2023,5396,No,Yes,3,2,Improved work-life balance,No,2
2449,2021,5397,No,No,2,1,Improved work-life balance,No,3
2449,2022,5398,No,No,5,5,More training resources,No,4
2449,2023,5399,No,No,2,4,Better communication from management,Yes,2
2450,2020,5400,No,Yes,4,2,Improved work-life balance,Yes,3
2450,2021,5401,No,No,2,3,Improved work-life balance,Yes,4
2450,2022,5402,No,Yes,2,2,Better communication from management,Yes,3
2450,2023,5403,Yes,Yes,5,4,More training resources,No,1
2451,2022,5404,Yes,No,1,5,More training resources,No,2
2451,2023,5405,No,Yes,1,5,Better communication from management,Yes,3
2452,2021,5406,Yes,Yes,5,2,Better communication from management,No,5
2452,2022,5407,Yes,Yes,2,3,Improved work-life balance,No,5
2452,2023,5408,Yes,Yes,2,2,Improved work-life balance,Yes,4
2453,2018,5409,No,Yes,5,5,Improved work-life balance,Yes,3
2453,2019,5410,Yes,No,5,1,More training resources,Yes,4
2453,2020,5411,No,Yes,3,3,More team collaboration opportunities,No,1
2453,2021,5412,Yes,No,5,1,Better communication from management,Yes,3
2453,2022,5413,Yes,Yes,3,2,Better communication from management,Yes,5
2453,2023,5414,No,No,3,4,Better communication from management,Yes,5
2454,2022,5415,No,No,5,5,More team collaboration opportunities,No,1
2454,2023,5416,No,No,5,4,Improved work-life balance,Yes,5
2455,2019,5417,No,No,4,4,Improved work-life balance,No,4
2455,2020,5418,Yes,No,4,2,More team collaboration opportunities,Yes,4
2455,2021,5419,Yes,No,1,1,Improved work-life balance,No,5
2455,2022,5420,Yes,Yes,3,4,More training resources,No,3
2455,2023,5421,No,No,5,5,Improved work-life balance,No,4
2456,2018,5422,Yes,Yes,2,4,More training resources,Yes,1
2456,2019,5423,Yes,No,3,3,Better communication from management,No,4
2456,2020,5424,No,No,2,1,Improved work-life balance,No,2
2456,2021,5425,Yes,No,1,4,More team collaboration opportunities,Yes,4
2456,2022,5426,Yes,No,5,2,More training resources,No,2
2456,2023,5427,Yes,No,2,3,Improved work-life balance,Yes,2
2457,2019,5428,No,Yes,4,4,Better communication from management,Yes,3
2457,2020,5429,Yes,Yes,2,3,More career growth opportunities,Yes,2
2457,2021,5430,No,No,3,3,More team collaboration opportunities,Yes,4
2457,2022,5431,No,Yes,2,3,More career growth opportunities,No,1
2457,2023,5432,No,No,3,4,More training resources,Yes,1
2458,2018,5433,No,No,2,2,More team collaboration opportunities,Yes,1
2458,2019,5434,No,Yes,3,4,Better communication from management,No,4
2458,2020,5435,No,No,5,2,Better communication from management,Yes,1
2458,2021,5436,Yes,No,1,3,More team collaboration opportunities,Yes,4
2458,2022,5437,No,No,1,3,More team collaboration opportunities,Yes,3
2458,2023,5438,Yes,Yes,5,2,Improved work-life balance,Yes,3
2459,2021,5439,Yes,Yes,3,1,More training resources,Yes,3
2459,2022,5440,No,No,2,5,More training resources,Yes,4
2459,2023,5441,No,No,3,2,More career growth opportunities,No,1
2460,2019,5442,No,No,1,4,Improved work-life balance,No,3
2460,2020,5443,No,No,1,3,More career growth opportunities,No,1
2460,2021,5444,No,No,1,3,More training resources,No,5
2460,2022,5445,No,No,5,4,Improved work-life balance,Yes,5
2460,2023,5446,No,No,3,1,Improved work-life balance,No,5
2461,2019,5447,Yes,No,1,5,Better communication from management,Yes,5
2461,2020,5448,No,Yes,2,2,Improved work-life balance,Yes,1
2461,2021,5449,Yes,No,2,2,Better communication from management,No,3
2461,2022,5450,Yes,No,1,4,More career growth opportunities,No,4
2461,2023,5451,No,No,5,5,More training resources,Yes,3
2462,2020,5452,Yes,Yes,5,2,Better communication from management,No,1
2462,2021,5453,Yes,Yes,4,3,More career growth opportunities,Yes,4
2462,2022,5454,Yes,Yes,1,3,More training resources,Yes,3
2462,2023,5455,No,No,1,1,Better communication from management,No,3
2463,2022,5456,No,No,2,5,More career growth opportunities,Yes,1
2463,2023,5457,Yes,Yes,3,1,More career growth opportunities,Yes,5
2464,2019,5458,No,Yes,3,4,Improved work-life balance,No,5
2464,2020,5459,Yes,Yes,2,2,More training resources,No,1
2464,2021,5460,No,No,4,1,Improved work-life balance,No,5
2464,2022,5461,Yes,No,4,2,More career growth opportunities,No,3
2464,2023,5462,Yes,No,3,5,More team collaboration opportunities,No,5
2465,2020,5463,Yes,Yes,5,1,Better communication from management,No,5
2465,2021,5464,Yes,No,2,2,Better communication from management,No,4
2465,2022,5465,No,No,4,4,Better communication from management,No,1
2465,2023,5466,No,No,4,5,More team collaboration opportunities,No,5
2466,2018,5467,Yes,Yes,4,2,Better communication from management,Yes,1
2466,2019,5468,No,Yes,5,2,Better communication from management,Yes,1
2466,2020,5469,Yes,No,4,3,Better communication from management,Yes,3
2466,2021,5470,No,No,1,5,Improved work-life balance,Yes,1
2466,2022,5471,No,No,1,4,Improved work-life balance,Yes,2
2466,2023,5472,No,Yes,3,2,Improved work-life balance,No,5
2467,2019,5473,Yes,No,1,3,Better communication from management,Yes,2
2467,2020,5474,Yes,Yes,2,4,Better communication from management,No,2
2467,2021,5475,Yes,No,5,1,More training resources,No,3
2467,2022,5476,Yes,Yes,3,2,More training resources,No,2
2467,2023,5477,Yes,No,1,4,Better communication from management,Yes,2
2468,2021,5478,No,Yes,3,5,Better communication from management,No,5
2468,2022,5479,No,No,4,2,Better communication from management,No,5
2468,2023,5480,Yes,Yes,3,2,More career growth opportunities,Yes,2
2470,2021,5481,No,No,1,4,More training resources,Yes,4
2470,2022,5482,No,No,1,4,Improved work-life balance,Yes,5
2470,2023,5483,Yes,No,2,1,Improved work-life balance,No,5
2471,2021,5484,No,Yes,4,5,More training resources,Yes,2
2471,2022,5485,No,Yes,3,5,Improved work-life balance,Yes,5
2471,2023,5486,Yes,Yes,1,1,More training resources,No,4
2472,2018,5487,No,Yes,5,4,Better communication from management,No,5
2472,2019,5488,Yes,Yes,2,1,More career growth opportunities,Yes,3
2472,2020,5489,No,Yes,1,4,Improved work-life balance,No,4
2472,2021,5490,Yes,Yes,2,2,More team collaboration opportunities,Yes,1
2472,2022,5491,No,Yes,4,1,More career growth opportunities,No,1
2472,2023,5492,No,No,4,3,Better communication from management,Yes,2
2473,2020,5493,Yes,Yes,3,1,More career growth opportunities,Yes,2
2473,2021,5494,No,No,3,5,Better communication from management,No,3
2473,2022,5495,No,No,5,4,More career growth opportunities,Yes,2
2473,2023,5496,No,Yes,5,4,More team collaboration opportunities,Yes,2
2474,2019,5497,Yes,No,5,3,Improved work-life balance,Yes,3
2474,2020,5498,No,Yes,5,3,More team collaboration opportunities,Yes,4
2474,2021,5499,Yes,Yes,3,2,More team collaboration opportunities,Yes,2
2474,2022,5500,Yes,Yes,3,2,More training resources,No,5
2474,2023,5501,Yes,No,5,4,More training resources,Yes,5
2475,2019,5502,No,Yes,4,3,More team collaboration opportunities,Yes,1
2475,2020,5503,Yes,No,2,1,Better communication from management,Yes,2
2475,2021,5504,No,Yes,2,2,More training resources,No,3
2475,2022,5505,Yes,Yes,5,3,More team collaboration opportunities,Yes,1
2475,2023,5506,No,No,5,1,Improved work-life balance,No,1
2476,2022,5507,No,No,2,5,Improved work-life balance,Yes,4
2476,2023,5508,Yes,No,3,1,More team collaboration opportunities,No,1
2477,2018,5509,No,Yes,5,2,More training resources,Yes,1
2477,2019,5510,No,No,2,2,Improved work-life balance,No,2
2477,2020,5511,No,No,4,1,More team collaboration opportunities,No,4
2477,2021,5512,Yes,Yes,1,5,More training resources,Yes,5
2477,2022,5513,Yes,Yes,4,1,More team collaboration opportunities,No,5
2477,2023,5514,Yes,No,5,1,More training resources,No,3
2478,2021,5515,Yes,No,4,4,Better communication from management,No,2
2478,2022,5516,Yes,Yes,4,2,More career growth opportunities,Yes,1
2478,2023,5517,No,No,5,4,Improved work-life balance,No,5
2479,2022,5518,Yes,No,5,2,Better communication from management,No,2
2479,2023,5519,No,Yes,1,1,Better communication from management,Yes,4
2480,2022,5520,No,No,3,4,More team collaboration opportunities,No,3
2480,2023,5521,Yes,Yes,4,1,More team collaboration opportunities,Yes,5
2481,2019,5522,Yes,No,5,3,Better communication from management,No,2
2481,2020,5523,Yes,No,3,5,More team collaboration opportunities,No,3
2481,2021,5524,No,No,5,1,More team collaboration opportunities,Yes,3
2481,2022,5525,Yes,Yes,4,3,More training resources,No,5
2481,2023,5526,No,Yes,1,1,Improved work-life balance,Yes,2
2482,2020,5527,No,No,4,2,More training resources,Yes,3
2482,2021,5528,Yes,Yes,1,3,Better communication from management,Yes,4
2482,2022,5529,No,Yes,1,5,Improved work-life balance,Yes,3
2482,2023,5530,No,Yes,1,4,Improved work-life balance,No,2
2483,2020,5531,Yes,No,1,3,Better communication from management,No,3
2483,2021,5532,Yes,No,5,4,More career growth opportunities,No,3
2483,2022,5533,No,No,3,4,More career growth opportunities,Yes,3
2483,2023,5534,No,Yes,4,3,Improved work-life balance,No,4
2484,2022,5535,Yes,No,4,3,Improved work-life balance,Yes,1
2484,2023,5536,No,No,1,1,More team collaboration opportunities,Yes,4
2485,2022,5537,Yes,Yes,5,1,More training resources,Yes,3
2485,2023,5538,Yes,No,1,3,More career growth opportunities,No,5
2486,2020,5539,Yes,Yes,4,3,More team collaboration opportunities,No,3
2486,2021,5540,No,No,2,2,More career growth opportunities,Yes,3
2486,2022,5541,Yes,Yes,5,5,More career growth opportunities,No,3
2486,2023,5542,Yes,Yes,3,1,More career growth opportunities,No,1
2487,2022,5543,No,Yes,4,1,Improved work-life balance,Yes,3
2487,2023,5544,No,No,1,5,Improved work-life balance,No,4
2488,2021,5545,Yes,No,2,3,More training resources,Yes,1
2488,2022,5546,Yes,No,3,4,More training resources,Yes,1
2488,2023,5547,Yes,Yes,1,2,Improved work-life balance,No,2
2489,2019,5548,Yes,Yes,5,5,More training resources,No,4
