Employee ID,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($)
2658,2020,1,12,13,1896,22,5,Low,1,907.76,963.31
2658,2021,1,10,15,2004,136,3,High,5,575.74,684.97
2658,2022,4,10,11,2255,57,11,High,5,2446.46,3882.26
2658,2023,4,12,12,1970,102,1,Low,4,3035.52,4524.04
2659,2018,2,11,13,2129,205,18,Moderate,3,1384.42,1745.67
2659,2019,2,10,12,1800,49,20,High,5,1349.06,1858.83
2659,2020,1,10,10,1757,201,20,High,3,707.91,1000.0
2659,2021,1,10,11,1764,226,1,Low,5,666.11,934.74
2659,2022,1,10,10,1669,90,5,Low,3,616.4,1000.0
2659,2023,4,10,15,1975,75,18,Low,5,2079.27,3674.69
2660,2022,3,12,15,1696,243,16,Moderate,3,2072.51,3552.72
2660,2023,1,10,10,2180,95,4,High,2,562.6,1000.0
2661,2019,4,12,15,1605,274,5,Low,3,3167.43,3555.66
2661,2020,4,12,15,1833,199,5,Moderate,5,2824.94,3308.28
2661,2021,2,10,13,2196,17,9,High,2,1243.07,1581.93
2661,2022,4,12,14,2151,219,14,Low,5,3052.26,3750.66
2661,2023,1,10,10,1596,211,15,Moderate,4,928.87,1000.0
2662,2019,3,10,10,1984,176,10,High,4,2490.7,3000.0
2662,2020,2,10,11,1775,267,15,Moderate,4,1222.92,1900.02
2662,2021,2,11,15,1920,277,19,Low,3,1222.31,1581.89
2662,2022,1,12,14,1971,224,5,Moderate,2,785.29,998.02
2662,2023,5,11,15,2259,239,14,Moderate,5,2883.86,4543.34
2663,2019,1,10,10,1994,27,9,Moderate,3,537.85,1000.0
2663,2020,3,11,15,1572,179,15,Moderate,2,1880.2,3212.98
2663,2021,3,12,13,1682,198,20,Moderate,4,2551.76,3250.03
2663,2022,1,10,15,1569,206,17,Moderate,1,522.51,772.39
2663,2023,1,11,11,1897,238,5,Moderate,1,638.64,1087.17
2664,2018,5,10,13,1999,191,4,Low,4,3378.13,4566.42
2664,2019,2,11,12,1883,148,11,High,4,1702.05,1872.76
2664,2020,4,11,15,2143,33,17,High,5,2709.59,4027.33
2664,2021,1,12,12,1848,47,13,Low,3,855.61,1159.44
2664,2022,2,12,13,2105,47,14,Moderate,3,1548.77,2070.53
2664,2023,2,11,12,1879,266,3,Moderate,4,1703.58,1937.23
2665,2021,1,11,12,1671,197,5,High,2,664.98,1015.18
2665,2022,4,10,13,1976,261,20,Low,3,2698.08,3794.02
2665,2023,3,10,10,1733,35,12,Low,5,2735.36,3000.0
2666,2022,5,10,14,1757,106,17,High,3,2846.56,4774.14
2666,2023,2,12,14,2160,168,15,Low,2,1217.02,1949.93
2667,2018,3,11,11,2083,103,11,Moderate,2,2992.23,3014.58
2667,2019,3,12,12,2153,41,6,Low,2,2163.16,3119.44
2667,2020,4,10,10,2261,136,9,Moderate,5,3661.39,4000.0
2667,2021,3,10,12,2129,132,17,Low,5,1801.48,2822.17
2667,2022,4,10,12,1878,170,16,Low,4,3058.01,3984.3
2667,2023,2,10,10,2123,264,20,High,5,1041.03,2000.0
2668,2021,3,11,14,1690,18,18,Low,4,1870.38,2626.6
2668,2022,4,11,13,1513,294,11,Low,4,2255.9,4253.83
2668,2023,3,10,13,1626,72,19,High,3,1712.26,2663.1
2669,2021,3,10,10,2267,257,4,Low,2,1886.73,3000.0
2669,2022,2,12,13,1777,238,7,Low,2,1423.45,2268.49
2669,2023,5,10,11,1814,206,12,Low,5,4408.22,4989.76
2670,2021,1,12,12,1732,165,8,Low,5,784.81,1046.53
2670,2022,1,12,14,1681,182,14,Low,4,709.72,1047.79
2670,2023,2,10,10,1542,198,7,Low,2,1192.38,2000.0
2671,2021,3,10,11,2254,270,1,Moderate,5,1929.37,2784.52
2671,2022,3,10,12,1875,230,4,High,5,1971.24,2654.24
2671,2023,1,10,12,2083,113,13,Low,2,529.77,931.81
2672,2022,2,11,12,1985,169,14,Moderate,5,1380.82,2079.38
2672,2023,1,10,14,2161,242,18,Low,3,628.98,996.2
2673,2019,1,11,13,1788,167,17,Moderate,3,750.15,932.48
2673,2020,1,12,13,1809,179,13,High,5,726.97,1011.68
2673,2021,2,11,12,2129,71,13,Low,5,1540.89,1868.77
2673,2022,4,12,15,2317,203,12,High,3,2574.75,4452.89
2673,2023,4,10,12,1780,127,5,Low,3,2689.14,3623.71
2674,2018,5,11,13,1878,57,18,Low,4,4182.47,4714.48
2674,2019,4,10,12,1821,0,10,High,4,3030.57,3934.56
2674,2020,1,10,13,1681,258,18,Low,5,716.76,987.62
2674,2021,2,11,12,2140,270,20,Moderate,5,1591.68,1987.97
2674,2022,1,10,11,1718,21,16,High,3,647.03,969.14
2674,2023,1,12,12,1586,170,15,Low,3,907.91,1029.09
2675,2021,2,10,14,1841,161,14,High,4,1394.84,1560.3
2675,2022,5,10,12,2247,141,2,High,4,2925.66,4379.79
2675,2023,4,11,15,1918,300,10,Moderate,5,2425.78,3381.02
2676,2021,3,12,15,2249,206,18,High,4,1823.48,3411.9
2676,2022,1,10,14,1703,268,5,Low,4,600.42,875.41
2676,2023,2,11,15,1984,241,10,Moderate,4,1455.43,2154.43
2677,2019,2,10,10,1985,214,20,Moderate,4,1090.17,2000.0
2677,2020,2,11,11,1524,128,5,High,2,1739.47,2099.32
2677,2021,1,10,10,1748,149,1,High,2,829.91,1000.0
2677,2022,1,10,13,1848,221,20,Moderate,2,690.9,812.03
2677,2023,2,11,15,1833,203,16,Low,5,1129.42,1563.07
2678,2021,3,12,12,1876,263,10,Low,4,2528.08,3192.69
2678,2022,2,10,14,1804,14,6,Moderate,2,1137.13,1842.31
2679,2020,2,11,15,2181,150,8,Moderate,2,1376.69,1664.91
2679,2021,3,10,11,2247,238,20,High,2,2311.9,2768.87
2679,2022,1,12,13,2200,10,16,Low,5,772.7,943.9
2679,2023,1,11,12,2004,210,9,Moderate,4,588.72,967.44
2680,2018,3,11,14,1662,102,18,Low,3,1710.46,3284.48
2680,2019,3,11,13,1529,199,10,Low,2,2385.22,3042.82
2680,2020,4,12,14,1634,45,18,Low,4,3419.96,4400.18
2680,2021,3,10,14,2012,269,10,High,3,1841.57,2448.58
2681,2018,2,10,10,2172,253,3,Moderate,3,1016.23,2000.0
2681,2019,3,12,14,1921,60,10,High,3,2378.79,2686.29
2681,2020,2,11,15,2255,292,20,High,5,1239.57,2157.99
2681,2021,1,10,10,1863,8,1,Moderate,3,516.58,1000.0
2681,2022,1,11,13,1589,162,17,Low,5,728.86,1080.29
2681,2023,2,11,12,2100,223,8,High,4,1224.81,2195.64
2682,2021,1,11,15,1681,124,13,Moderate,3,579.32,810.04
2682,2022,4,10,10,1631,296,15,High,5,3572.89,4000.0
2682,2023,2,11,11,1779,291,7,Moderate,3,1807.06,2106.26
2683,2022,3,12,15,1938,250,20,Low,4,1877.73,2992.73
2683,2023,1,12,12,1982,159,2,Low,5,829.1,1111.8
2684,2019,1,12,13,1851,38,9,Low,1,714.48,987.75
2684,2020,1,10,11,2062,257,6,High,5,528.38,981.33
2684,2021,1,10,13,1854,36,1,High,4,583.58,814.52
2684,2022,1,11,14,1744,251,14,Low,4,748.06,1062.08
2684,2023,3,11,11,1684,289,1,High,3,1852.57,3013.1
2685,2021,4,11,12,2059,126,3,Moderate,3,3536.4,4171.65
2685,2022,3,11,14,2282,218,9,High,2,2257.87,3110.92
2685,2023,4,12,13,1835,300,3,Moderate,5,2870.09,3761.5
2686,2021,1,12,12,1800,88,15,Low,1,966.43,1005.65
2686,2022,3,11,14,2247,161,20,Low,5,1938.5,2395.24
2686,2023,2,11,14,1914,228,18,Moderate,5,1115.46,1893.41
2687,2018,2,12,13,2150,167,6,High,5,1530.79,2120.35
2687,2019,5,12,13,2054,15,11,High,4,3333.51,4761.92
2687,2020,4,12,15,2267,252,5,High,5,2551.98,3820.05
2687,2021,1,10,10,1603,253,9,Low,3,505.27,1000.0
2687,2022,2,10,11,1858,207,7,High,4,1623.13,1932.05
2687,2023,2,10,10,2058,198,16,Low,5,1862.06,2000.0
2688,2020,4,10,13,2250,194,5,High,5,2383.8,3759.84
2688,2021,1,12,15,1977,144,3,High,4,741.03,814.56
2688,2022,2,11,15,1816,128,5,High,4,1284.15,1978.8
2688,2023,3,11,12,1810,37,4,Low,5,1845.11,2913.03
2689,2021,1,10,15,1737,176,11,Moderate,4,594.65,959.43
2689,2022,4,11,14,1867,134,2,Moderate,4,2263.02,3166.6
2689,2023,2,11,15,2050,257,5,Low,2,1194.06,1869.84
2690,2018,5,10,14,2252,289,9,Moderate,4,3507.66,4959.88
2690,2019,1,12,12,2219,228,20,Moderate,4,635.44,1194.96
2690,2020,2,12,12,1767,171,15,Low,4,1594.41,2152.98
2690,2021,3,10,10,1986,242,15,Moderate,5,2629.93,3000.0
2690,2022,1,10,11,1650,131,6,Low,5,677.44,989.99
2690,2023,1,12,13,2191,221,6,Low,4,606.58,993.72
2691,2021,1,11,12,1913,19,8,Low,1,644.92,973.17
2691,2022,2,11,11,1488,132,16,Moderate,5,1461.39,2178.98
2691,2023,5,11,11,2016,72,11,Low,3,3095.91,5000.0
2692,2020,2,11,14,2047,240,4,High,5,1311.62,1785.03
2692,2021,1,11,11,2102,216,6,High,3,969.08,1085.27
2692,2022,3,10,10,1757,185,9,Low,5,2206.94,3000.0
2692,2023,3,11,13,2181,292,6,Low,5,2295.73,3217.31
2693,2020,2,10,10,1780,268,9,Moderate,5,1717.16,2000.0
2693,2021,1,11,11,2045,217,20,Low,3,776.02,1052.43
2693,2022,5,10,11,2025,104,3,Moderate,3,3466.06,4853.91
2693,2023,2,11,11,1723,19,18,Low,5,1663.29,2106.62
2694,2020,3,12,12,2253,1,16,High,5,2334.42,3061.63
2694,2021,1,10,12,1718,63,10,Moderate,3,506.08,963.19
2694,2022,1,12,15,2081,299,9,Low,5,619.42,837.6
2694,2023,1,12,13,2172,181,6,Low,4,704.28,1097.18
2695,2018,5,10,11,1898,205,9,High,5,4108.14,4903.19
2695,2019,1,12,13,2143,92,20,Moderate,4,605.1,1167.2
2695,2020,1,12,12,1978,151,3,High,1,671.5,1084.26
2695,2021,2,12,13,1937,269,19,Moderate,4,1441.64,2044.87
2695,2022,3,11,13,2293,240,6,Low,4,1944.11,3249.5
2695,2023,1,11,13,1774,23,9,High,3,711.14,954.76
2697,2018,5,12,13,2018,260,3,High,5,3388.15,4864.35
2697,2019,2,10,13,2061,34,19,Low,5,1101.92,1539.08
2697,2020,3,10,13,1765,68,9,Low,5,2018.54,2340.89
2697,2021,1,11,11,2216,31,16,High,2,990.73,1027.67
2697,2022,2,10,10,1788,13,4,Moderate,4,1316.53,2000.0
2697,2023,3,10,13,1845,79,16,High,4,1792.59,2404.71
2698,2020,3,12,12,1932,235,11,Low,3,2132.05,3401.42
2698,2021,4,12,13,2208,192,5,Low,5,2753.32,4268.49
2698,2022,3,12,12,1960,118,18,Low,5,1978.34,3137.65
2698,2023,1,11,11,1849,202,6,Low,1,896.26,1075.54
2700,2022,1,10,11,1512,94,12,Low,3,610.51,990.21
2700,2023,2,11,15,2192,175,6,Low,4,1359.56,1506.1
2702,2018,3,11,13,1707,16,17,Low,5,1845.67,2654.59
2702,2019,1,11,11,2003,30,11,High,2,866.67,1055.89
2702,2020,2,11,14,1914,57,8,Moderate,4,1502.54,1818.76
2702,2021,1,11,12,2041,290,20,Moderate,4,886.48,1049.6
2702,2022,5,12,12,2067,231,9,Low,3,4509.71,5000.0
2702,2023,3,10,12,2197,291,1,Low,5,1891.46,2751.24
2703,2021,1,11,12,1558,175,11,Moderate,3,582.57,1004.88
2703,2022,1,12,13,1683,18,11,High,1,913.43,1173.39
2703,2023,1,12,14,2042,242,14,Low,3,645.75,1068.07
2704,2022,2,11,15,1884,197,20,Moderate,5,1448.48,2198.66
2704,2023,4,11,14,1966,239,15,Low,5,3048.09,4237.4
2705,2019,1,10,14,2146,222,1,Low,4,689.84,840.23
2705,2020,1,10,15,1457,112,6,Moderate,4,649.96,998.03
2705,2021,2,10,12,2125,169,12,High,3,1176.18,1670.81
2705,2022,2,10,11,1993,268,15,Moderate,5,1799.29,1846.06
2705,2023,1,12,12,2318,89,9,High,2,715.7,1013.83
2706,2020,1,11,14,2068,271,18,High,5,760.2,799.05
2706,2021,4,12,15,2016,130,4,Moderate,3,2760.21,4185.97
2706,2022,4,11,14,1987,266,5,Low,5,2824.27,4186.48
2706,2023,3,11,13,1893,268,3,Moderate,3,2122.87,2774.69
2707,2018,2,12,13,2066,77,2,Low,5,1536.1,2291.62
2707,2019,3,11,13,2191,204,13,High,3,1729.75,2680.06
2707,2020,1,10,15,2086,5,12,Low,4,657.4,711.79
2707,2021,3,11,11,1581,192,20,Low,5,2949.11,3173.29
2707,2022,4,10,12,1757,84,10,Moderate,5,2009.97,3478.04
2707,2023,1,12,12,1799,159,6,Low,5,915.58,1009.45
2708,2018,4,10,10,1867,227,4,High,5,3717.35,4000.0
2708,2019,1,12,13,2101,199,14,Low,5,808.46,1110.06
2708,2020,3,12,13,1937,182,2,Low,5,2281.93,2878.8
2708,2021,2,10,12,2061,53,16,Low,4,1181.87,1896.27
2708,2022,1,12,14,2164,247,19,Moderate,5,810.38,1049.44
2708,2023,1,10,10,2295,232,7,Low,1,927.46,1000.0
2709,2019,1,10,10,1816,287,19,Low,3,802.06,1000.0
2709,2020,1,10,15,2080,144,20,Moderate,1,658.34,795.37
2709,2021,4,10,10,1548,87,2,Moderate,3,2908.47,4000.0
2709,2022,5,10,13,1795,163,13,High,5,3723.08,4103.2
2709,2023,4,11,15,2135,20,12,Low,3,2466.23,2963.17
2710,2020,2,11,14,1826,18,9,Moderate,5,1223.97,1745.7
2710,2021,2,12,13,1917,41,11,Low,2,1573.28,1992.29
2710,2022,1,12,13,2254,264,8,High,2,621.79,1000.87
2710,2023,4,12,15,1869,186,3,Moderate,5,2980.23,4693.23
2711,2019,4,10,10,1510,246,13,Low,4,2121.26,4000.0
2711,2020,5,10,12,1930,219,14,Moderate,4,3745.42,4213.73
2711,2021,2,10,13,1765,45,1,High,2,1181.73,1626.37
2711,2022,3,10,10,2089,274,4,Low,5,2419.27,3000.0
2711,2023,1,10,10,1925,84,20,Low,3,852.92,1000.0
2712,2021,1,10,10,2152,250,12,High,5,778.68,1000.0
2712,2022,3,10,14,1857,222,5,High,3,2132.11,2394.04
2712,2023,3,11,15,1743,228,15,Moderate,4,2020.23,2879.65
2713,2019,4,10,11,1944,206,15,High,5,2589.01,3719.64
2713,2020,2,10,13,1846,35,17,Moderate,5,1081.78,1843.49
2713,2021,3,12,12,2176,17,16,Low,3,2322.14,3403.71
2713,2022,3,10,10,2036,254,15,Moderate,2,1844.84,3000.0
2713,2023,4,11,11,2059,82,13,Moderate,4,3579.97,4257.92
2714,2021,2,12,12,2040,99,20,Low,5,1971.0,2056.69
2714,2022,1,10,10,1846,74,20,Low,3,539.92,1000.0
2714,2023,1,10,13,2026,81,15,Moderate,3,658.94,809.88
2715,2021,3,11,15,2113,3,6,High,3,1918.95,3277.32
2715,2022,1,11,14,1866,268,6,Moderate,5,782.84,892.42
2715,2023,2,10,10,1704,255,12,Moderate,5,1195.52,2000.0
2716,2018,1,10,11,1865,191,18,High,5,850.65,983.95
2716,2019,4,12,13,1998,43,19,Moderate,4,3647.19,3951.06
2716,2020,3,10,11,1915,157,17,Moderate,5,1670.58,2867.54
2716,2021,4,10,11,1846,48,9,High,5,2308.12,3710.87
2716,2022,2,10,13,2020,168,7,Moderate,5,1070.42,1640.46
2716,2023,2,10,11,2114,249,17,High,3,1652.87,1818.71
2717,2020,4,10,13,1687,181,16,High,5,2287.41,3989.25
2717,2021,5,11,15,2185,1,1,Moderate,5,3316.33,3769.32
2717,2022,3,10,14,2298,55,13,Moderate,3,2022.66,2918.27
2717,2023,1,10,10,1792,286,19,Moderate,2,621.94,1000.0
2718,2020,4,10,12,2181,79,14,Moderate,5,2711.6,3716.88
2718,2021,1,10,10,1683,54,3,High,5,848.33,1000.0
2718,2022,2,12,14,1448,58,2,Moderate,3,1239.88,2134.53
2718,2023,4,11,14,1656,209,3,High,5,2478.31,3572.08
2719,2022,2,11,11,2044,82,17,Moderate,3,1675.42,2055.33
2719,2023,1,10,14,1660,167,11,Low,1,517.02,773.04
2720,2020,3,10,12,1420,29,4,Moderate,3,2464.27,2911.92
2720,2021,4,10,11,1816,4,4,High,5,3467.97,3660.5
2720,2022,5,12,14,1877,211,9,Low,4,3356.62,4939.36
2721,2018,1,10,13,1907,41,8,Moderate,2,751.59,844.88
2721,2019,2,10,10,2274,215,14,Low,3,1449.8,2000.0
2721,2020,2,11,14,2107,213,1,High,3,1203.88,1805.67
2721,2021,4,10,14,1817,260,5,High,4,2151.27,3599.99
2721,2022,3,10,12,2200,192,3,High,5,1866.12,2821.81
2721,2023,5,10,12,1897,157,2,Low,5,2750.39,4524.09
2722,2020,2,12,13,2052,149,8,High,2,1649.61,1912.68
2722,2021,4,10,10,2161,297,20,Moderate,5,2110.55,4000.0
2722,2022,2,11,11,1805,88,2,High,5,1684.91,2115.01
2722,2023,1,11,12,1730,247,11,Moderate,5,630.54,1041.08
2723,2021,4,12,15,2219,292,1,Low,3,3079.12,3926.32
2723,2022,4,10,10,1781,109,16,Low,4,2998.85,4000.0
2723,2023,2,11,13,2067,223,9,Moderate,2,1654.94,1723.74
2724,2018,1,10,15,1683,114,17,High,5,501.12,903.37
2724,2019,4,11,11,2153,222,16,High,5,3052.83,4195.75
2724,2020,1,10,11,1719,292,12,Moderate,5,846.36,952.54
2724,2021,2,10,12,1785,89,12,Moderate,4,1402.16,1821.14
2724,2022,4,10,10,1759,206,13,Moderate,5,3520.51,4000.0
2724,2023,1,12,12,2224,49,17,Moderate,2,715.28,1186.33
2725,2022,1,10,11,1878,157,5,High,2,822.25,998.74
2725,2023,1,10,11,1993,141,14,High,3,724.57,938.14
2726,2018,4,10,10,1908,178,13,Moderate,3,3806.04,4000.0
2726,2019,1,12,14,1961,191,6,Low,5,828.38,1058.35
2726,2020,4,11,13,1921,200,16,Low,5,3134.42,4333.69
2726,2021,1,10,15,2069,72,6,High,5,558.23,806.39
2726,2022,1,12,14,1981,75,18,Moderate,4,788.12,1102.19
2726,2023,1,10,10,1574,21,1,Low,4,576.71,1000.0
2727,2022,3,10,11,2088,18,18,Low,5,2565.09,2815.92
2727,2023,1,12,13,1869,240,8,High,1,747.91,939.01
2728,2020,1,10,10,2013,238,8,High,4,741.18,1000.0
2728,2021,3,10,15,1759,13,2,Moderate,5,1656.48,2964.09
2728,2022,4,12,13,1804,237,4,High,5,3394.82,4237.43
2728,2023,4,10,10,2163,161,7,Moderate,5,2480.56,4000.0
2729,2022,1,10,15,1853,117,3,Low,2,565.72,883.94
2729,2023,2,11,12,1893,5,18,High,2,1558.91,2116.47
2730,2021,2,10,15,1841,157,12,High,5,1232.55,1556.25
2730,2022,3,10,13,1660,242,8,Moderate,4,1927.06,2665.66
2730,2023,1,10,10,1577,46,6,Low,5,615.46,1000.0
2731,2019,4,10,11,1803,179,7,Moderate,5,2105.59,3966.81
2731,2020,1,10,10,2127,49,16,Low,1,688.99,1000.0
2731,2021,2,11,11,1854,56,12,Low,5,1412.32,2062.71
2731,2022,1,12,13,1606,294,15,Moderate,2,857.58,1038.26
2731,2023,1,10,15,1805,69,17,Moderate,3,581.39,829.84
2732,2022,3,11,15,1824,264,20,Moderate,5,1691.81,3128.17
2733,2020,4,10,10,1979,193,3,High,5,3133.04,4000.0
2733,2021,4,11,14,2082,129,11,High,3,2259.6,4351.12
2733,2022,1,12,12,1654,42,9,Moderate,3,981.48,1125.51
2733,2023,2,11,11,2033,217,2,Moderate,5,1199.63,2029.31
2734,2020,5,10,11,1885,248,9,Low,5,2750.04,4636.17
2735,2018,1,12,14,1868,207,3,Low,3,685.24,1092.14
2735,2019,1,10,15,2190,51,19,High,4,632.32,931.46
2735,2020,2,11,14,1816,177,18,High,5,1137.87,2006.29
2735,2021,3,10,10,1941,143,11,Low,3,1715.32,3000.0
2735,2022,1,10,10,1581,18,19,High,3,514.38,1000.0
2735,2023,3,12,15,2299,178,8,High,5,2074.35,3142.85
2736,2019,3,10,10,1884,14,10,High,2,2630.78,3000.0
2736,2020,3,10,10,2332,180,11,Moderate,4,2580.02,3000.0
2736,2021,1,10,10,2122,203,19,Moderate,3,551.83,1000.0
2736,2022,3,10,11,2036,258,3,High,3,2213.58,2939.71
2736,2023,3,11,15,1755,278,4,Moderate,3,1693.32,2779.64
2737,2019,1,10,13,1605,160,8,Moderate,1,760.92,931.55
2737,2020,1,12,14,1963,186,12,High,1,724.43,1174.03
2738,2019,3,10,15,1966,0,6,Low,3,1522.31,2305.73
2738,2020,3,11,11,1669,293,13,Moderate,2,2653.98,3299.13
2738,2021,1,10,11,1919,244,14,High,2,684.49,964.0
2738,2022,4,11,11,1838,205,1,Low,4,3964.64,4231.48
2738,2023,3,12,13,1979,232,18,Low,3,1828.47,2876.57
2739,2018,5,11,11,2343,278,5,High,3,2866.67,5000.0
2739,2019,3,10,14,2286,167,1,High,3,2074.52,2985.05
2739,2020,3,12,13,1914,253,7,Moderate,4,2684.98,3257.37
2739,2021,3,10,10,2158,36,10,Moderate,4,2132.8,3000.0
2739,2022,1,11,15,1711,83,14,High,1,627.79,983.7
2739,2023,3,12,14,1704,267,12,Moderate,5,2428.46,3537.27
2740,2022,5,12,13,2121,248,6,High,5,3706.71,4634.05
2740,2023,1,10,12,2141,228,4,High,4,711.1,922.22
2741,2022,3,10,11,1753,187,2,Moderate,5,1726.08,2736.38
2741,2023,4,10,13,1965,287,4,Low,5,2902.95,3405.41
2742,2020,1,11,12,1954,182,13,High,3,763.31,1095.06
2742,2021,2,10,10,2021,101,8,High,2,1019.09,2000.0
2742,2022,1,10,11,2024,109,7,High,4,801.31,935.62
2742,2023,1,12,14,2068,285,7,High,4,759.39,1044.96
2744,2022,1,10,15,1919,152,15,Low,1,587.52,706.63
2744,2023,4,12,13,1636,52,13,Moderate,5,3057.5,3706.33
2745,2022,2,10,11,1776,199,8,Low,3,1315.35,1988.45
2745,2023,3,11,14,2229,232,7,Low,3,2272.12,3045.2
2746,2018,1,10,11,2181,282,13,Low,5,779.13,910.58
2746,2019,1,10,15,2205,181,14,Low,3,620.94,723.93
2746,2020,1,11,13,2305,250,4,High,1,830.64,1044.4
2746,2021,2,10,15,1896,147,2,Low,4,1307.38,1529.04
2746,2022,3,10,12,1971,98,16,Low,2,1776.82,2690.21
2746,2023,1,10,14,1740,83,13,Moderate,5,515.23,952.88
2747,2022,2,10,13,1953,34,17,High,4,1434.54,1783.0
2747,2023,1,11,13,1699,64,1,Moderate,1,594.41,911.71
2748,2018,3,11,12,1877,146,19,Low,5,2720.21,2977.04
2748,2019,1,11,14,1690,74,17,Moderate,2,561.72,866.45
2748,2020,4,10,10,2304,222,8,Moderate,5,3463.42,4000.0
2748,2021,4,12,15,1826,230,10,Low,5,2855.42,3980.5
2748,2022,1,12,13,2054,295,4,Moderate,5,767.17,1028.05
2748,2023,4,11,14,2357,114,16,Low,5,2311.56,3810.68
2749,2018,3,11,12,1758,267,7,Low,4,2090.63,2778.0
2749,2019,2,11,13,1674,149,7,Low,4,1326.89,2182.01
2749,2020,4,10,13,2242,97,9,High,4,2238.05,3400.3
2749,2021,2,10,14,1689,50,14,Moderate,5,1077.73,1697.44
2749,2022,3,10,10,1860,11,7,Low,5,1604.04,3000.0
2750,2018,2,10,12,1996,202,18,Moderate,2,1453.74,1869.41
2750,2019,5,11,11,1805,207,8,Low,3,3810.75,5000.0
2750,2020,1,10,10,1991,115,10,Low,1,560.01,1000.0
2750,2021,3,10,15,1613,43,16,Moderate,3,1568.66,2593.33
2750,2022,1,10,11,1993,246,16,High,3,764.1,925.7
2750,2023,2,12,12,1967,288,15,High,5,1529.11,2194.51
2751,2022,4,10,10,1715,293,12,High,5,3646.47,4000.0
2751,2023,1,11,14,1586,259,7,Low,3,685.31,923.21
2752,2022,4,12,14,1607,202,20,Moderate,5,2471.83,4185.97
2752,2023,2,10,11,2177,227,13,High,2,1399.97,1943.72
2753,2021,4,11,14,1653,28,9,Low,5,2702.26,4183.31
2753,2022,1,10,10,2040,102,9,Moderate,5,721.0,1000.0
2753,2023,3,10,10,2252,290,10,Moderate,5,2124.8,3000.0
2754,2019,4,12,15,2166,27,6,Moderate,5,2814.23,3363.71
2754,2020,2,10,10,1869,77,9,Low,4,1610.44,2000.0
2754,2021,1,10,10,2050,289,1,Low,2,973.63,1000.0
2754,2022,3,10,12,1799,124,3,High,5,1569.3,2597.61
2754,2023,1,11,15,2121,38,5,Moderate,3,665.22,812.83
2755,2022,3,11,13,2062,284,17,Low,5,1933.27,2609.05
2755,2023,3,10,11,1630,164,1,Low,3,2309.17,2911.59
2756,2019,4,11,14,2317,268,3,Moderate,5,2561.84,3327.01
2756,2020,1,10,12,1799,78,3,Low,4,577.83,866.65
2756,2021,4,10,13,2003,54,9,Moderate,5,2259.55,3755.54
2756,2022,1,10,10,1716,2,16,Moderate,1,880.99,1000.0
2756,2023,2,10,11,1809,58,14,Low,5,1053.17,1882.78
2757,2020,3,12,12,1874,277,10,High,3,2226.5,3080.55
2757,2021,1,10,14,1917,180,8,High,3,650.54,855.47
2757,2022,3,10,11,1405,98,1,Low,2,1940.91,2880.74
2757,2023,1,11,15,1560,55,16,Moderate,2,701.05,764.23
2758,2021,4,11,11,2107,207,6,Moderate,5,2866.79,4274.85
2758,2022,1,11,13,2103,39,18,Low,2,630.39,1075.25
2758,2023,4,10,13,2065,238,7,High,5,2376.61,3217.72
2759,2021,2,10,15,2100,223,19,Low,2,1127.3,1629.51
2759,2022,4,12,15,1698,297,20,Low,5,2564.06,3368.1
2759,2023,2,10,14,1849,101,19,Moderate,5,1414.91,1790.87
2760,2022,1,11,13,1736,117,6,Low,1,614.37,918.47
2760,2023,4,10,10,1746,263,19,High,5,2972.55,4000.0
2761,2019,4,10,10,1784,223,15,Moderate,4,3610.43,4000.0
2761,2020,2,12,15,2025,249,9,Low,5,1570.32,1754.65
2761,2021,3,12,14,1605,152,2,Moderate,2,2303.59,3481.1
2761,2022,2,10,13,2044,153,19,Moderate,5,1133.01,1604.74
2761,2023,5,10,11,2176,132,14,High,5,3809.12,4788.33
2762,2021,2,11,12,1853,224,15,Low,2,1496.33,2086.19
2762,2022,1,11,15,2201,26,3,Moderate,5,611.89,862.13
2762,2023,1,12,15,1770,89,3,High,3,699.2,1173.34
2763,2021,1,10,10,1790,113,17,Low,3,734.84,1000.0
2763,2022,1,12,12,1756,229,19,High,2,787.0,1092.96
2763,2023,4,12,15,2123,234,14,Low,3,2688.88,4186.66
2764,2018,3,10,11,2104,297,14,High,4,1671.69,2827.85
2764,2019,1,11,13,1766,162,17,Moderate,3,819.47,1000.91
2764,2020,1,10,15,1682,104,2,High,2,629.98,692.95
2764,2021,1,12,15,1774,158,4,Low,2,756.15,1046.58
2764,2022,1,11,11,1989,136,15,Low,3,552.12,1077.63
2764,2023,3,10,11,2102,278,9,High,5,2121.39,2787.11
2765,2018,3,10,10,2043,81,5,High,3,2447.87,3000.0
2765,2019,1,12,12,2067,59,7,High,4,846.77,1003.96
2765,2020,1,12,13,2095,210,13,Low,2,812.41,1042.7
2765,2021,2,11,11,2225,23,19,Low,5,1481.43,2097.79
2765,2022,2,10,12,2190,269,3,Moderate,4,1148.55,1743.56
2765,2023,1,10,12,2071,211,12,High,1,697.23,942.1
2766,2018,1,12,12,2083,74,20,Moderate,4,708.86,1155.03
2766,2019,4,11,14,1840,196,7,Low,5,2477.92,4130.26
2766,2020,2,10,13,2005,228,13,Low,4,1224.83,1735.22
2766,2021,3,11,11,2172,91,3,Moderate,5,1810.85,3118.23
